Refinamentos:,Mês/Ano fechamento:,2025/06
PK Dataset Chamados,Analista Responsável,Apontamentos - Tempo total em horas,Apontamentos - Tempo total em minutos,Categoria,Categoria (Ord.),Categoria 1,Categoria 2,Categoria 3,Centro de Custo do solicitante - código,Centro de Custo do solicitante - descrição,Centro de Custo do solicitante - qtd. Integrantes,Data criação,Data fechamento,Data/Hora criação,Data/Hora fechamento,Faixa de idade do chamado,Flag Atendeu SLA,Flag Em Aberto,Flag Indisponibilidade,Flag Retrabalho,Flag solicitante igual atendente,Grupo Solucionador,Hora abertura,Hora fechamento,Local usuário,Mês/Ano abertura,Mês/Ano fechamento,Núm. Requisição,Pesquisa de satisfação - comentário,Pesquisa de satisfação - nota,Pesquisa de satisfação - pergunta,Pesquisa de satisfação - resposta,PK Dataset Chamados,Prioridade,Semana abertura,Semana Ano abertura,Semana Ano fechamento,Semana fechamento,SLA Descrição,SLA Tempo hora,SLA Tipo,Solicitante (Usuário abertura),Status (código),Status (descrição),Sub-tipo da categoria,Tempo Aguard. Aprov. (Horas),Tempo Aguard. Atend. (Horas),Tempo Aguard. Fornec. (Horas),Tempo Aguard. Usuário (Horas),Tempo Em Atend. (Horas),Tempo Novo (Horas),Tempo para SLA (Horas),Tempo Pend. Cham. (Horas),Tempo Resolvido (Horas),Tempo Total menos Resolvido (Horas),Título requisição,Urgência,
167380,mateush,1.000000,60.000000,SERVICO,2-SERVICO,INFRA,MÁQUINAS E PERIFÉRICOS,Erro ou Defeito,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-06-02T19:23:44.000Z,2025-06-02T19:27:00.000Z,02/06/2025 16:23,02/06/2025 16:27,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,16,16,LOCAL NAO INFORMADO,2025/06,2025/06,167380,,,,,167380,Baixa,2 - SEG,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,16.000000,1.000000,matheuspmatos,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.050000,,0.050000,,27.170000,0.050000,Computador Lento,Baixa,
167381,joaoni,0.750000,45.000000,SERVICO,2-SERVICO,INFRA,MÁQUINAS E PERIFÉRICOS,Erro ou Defeito,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-06-02T19:26:10.000Z,2025-06-02T21:05:39.000Z,02/06/2025 16:26,02/06/2025 18:05,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,16,18,LOCAL NAO INFORMADO,2025/06,2025/06,167381,,,,,167381,Baixa,2 - SEG,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,16.000000,1.000000,matheuspmatos,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,1.550000,,1.570000,,27.040000,1.570000,Computador Lento,Baixa,
167382,mariap,0.000000,0.000000,SERVICO,2-SERVICO,INFRA,SOFTWARES,Instalação / Remoção,020405,"MANUTENCAO DE SISTEMA DE TRANSMISSAO, AUTOMACAO E AUXILIARES",105,2025-06-02T19:32:00.000Z,2025-06-03T14:16:51.000Z,02/06/2025 16:32,03/06/2025 11:16,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,N1 ,16,11,LOCAL NAO INFORMADO,2025/06,2025/06,167382,,,,,167382,Baixa,2 - SEG,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,80.000000,1.000000,josealmeida,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,1.760000,0.800000,1.190000,1.990000,,4.140000,3.750000,Erro ao conectar a base de dados Analyzer ,Baixa,
167383,joaoni,0.500000,30.000000,SERVICO,2-SERVICO,INFRA,IMPRESSORA,Solicitação de Serviço,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-06-02T20:15:56.000Z,2025-06-02T20:40:04.000Z,02/06/2025 17:15,02/06/2025 17:40,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,17,17,LOCAL NAO INFORMADO,2025/06,2025/06,167383,"Profissional sempre disposto a ajudar, ",4,Como voce avalia o atendimento prestado?,Otimo,167383,Baixa,2 - SEG,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,80.000000,1.000000,agnaldooliveira,9,Encerrado pelo usuario,Formulario Solicitação - Infra - Solicitação Impressora,,,,,0.000000,0.400000,0.400000,,11.060000,0.400000,Sem impressora na maquina 1736,Baixa,
167384,franklinc,1.000000,60.000000,INCIDENTE,1-INCIDENTE,INFRA,REDE,Erro ou Defeito,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-02T20:44:34.000Z,2025-06-06T13:39:28.000Z,02/06/2025 17:44,06/06/2025 10:39,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,INFRA,17,10,LOCAL NAO INFORMADO,2025/06,2025/06,167384,,,,,167384,Baixa,2 - SEG,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,6 - SEX,Horas Úteis,16.000000,1.000000,jorgepereira,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,18.420000,0.120000,10.740000,10.530000,,27.070000,28.950000,Users EBS-IT,Baixa,
167385,none,,,INCIDENTE,1-INCIDENTE,INFRA,BANCO DE DADOS ORACLE,Erro ou Defeito,N/D,NÃO DEFINIDO,403,2025-06-02T21:00:28.000Z,2025-06-02T21:36:23.000Z,02/06/2025 18:00,02/06/2025 18:36,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,EBSDBA,18,18,LOCAL NAO INFORMADO,2025/06,2025/06,167385,,,,,167385,Baixa,2 - SEG,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,4.000000,1.000000,noc_ebsit,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,0.000000,0.000000,0.000000,,,0.000000,SAEN--APS-PRD-SAE-PVH-AP-018,Baixa,
167386,none,,,INCIDENTE,1-INCIDENTE,INFRA,BANCO DE DADOS ORACLE,Erro ou Defeito,N/D,NÃO DEFINIDO,403,2025-06-02T21:31:54.000Z,2025-06-02T23:36:31.000Z,02/06/2025 18:31,02/06/2025 20:36,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,EBSDBA,18,20,LOCAL NAO INFORMADO,2025/06,2025/06,167386,,,,,167386,Baixa,2 - SEG,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,4.000000,1.000000,noc_ebsit,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,0.000000,0.000000,0.000000,,,0.000000,SAEN--SRV-WIN-PRD-VM01W-PMSAF,Baixa,
167387,none,,,INCIDENTE,1-INCIDENTE,INFRA,BANCO DE DADOS ORACLE,Erro ou Defeito,N/D,NÃO DEFINIDO,403,2025-06-03T01:07:28.000Z,2025-06-03T10:36:29.000Z,02/06/2025 22:07,03/06/2025 07:36,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,EBSDBA,22,07,LOCAL NAO INFORMADO,2025/06,2025/06,167387,,,,,167387,Baixa,2 - SEG,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,4.000000,1.000000,noc_ebsit,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,0.000000,0.000000,0.000000,,,0.000000,SAEN--DBO-PRD-PCBIE - ATEN,Baixa,
167388,luang,0.030000,2.000000,INCIDENTE,1-INCIDENTE,INFRA,IMPRESSORA,Erro ou Defeito,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-03T10:02:00.000Z,2025-06-03T11:23:51.000Z,03/06/2025 07:02,03/06/2025 08:23,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,07,08,LOCAL NAO INFORMADO,2025/06,2025/06,167388,,,,,167388,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,16.000000,1.000000,jorgepereira,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,0.000000,0.000000,0.000000,,27.040000,0.000000,Task: Verificar Status das impressoras SPO,Baixa,
167389,davibdomingos,,,SERVICO,2-SERVICO,SISTEMAS,EBS-Manutenção (EAM),Segurança - Gestão de Acesso,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-06-03T12:21:56.000Z,2025-06-03T20:05:35.000Z,03/06/2025 09:21,03/06/2025 17:05,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,09,17,PORTO VELHO,2025/06,2025/06,167389,,,,,167389,Normal,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,8.000000,1.000000,lbiazetti,8,Encerrado pelo sistema,Gestão de acesso,,,,,7.540000,0.440000,7.820000,,27.040000,7.820000,Liberação de acesso ao Usuário,Baixa,
167390,gabrieljaraujo,0.000000,0.000000,SERVICO,2-SERVICO,SEGURANÇA DA INFORMAÇÃO,FIREWALL NGF,Solicitação de Serviço,020405,"MANUTENCAO DE SISTEMA DE TRANSMISSAO, AUTOMACAO E AUXILIARES",105,2025-06-03T12:31:27.000Z,2025-06-03T14:11:03.000Z,03/06/2025 09:31,03/06/2025 11:11,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SEGURANÇA DA INFORMAÇÃO,09,11,LOCAL NAO INFORMADO,2025/06,2025/06,167390,,,,,167390,Normal,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,40.000000,1.000000,daliane,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,0.520000,0.010000,1.130000,1.140000,,27.020000,1.660000,AQTECH inacessivel,Baixa,
167391,silass,0.000000,0.000000,SERVICO,2-SERVICO,INFRA,E-MAIL,Outros,020405,"MANUTENCAO DE SISTEMA DE TRANSMISSAO, AUTOMACAO E AUXILIARES",105,2025-06-03T12:33:02.000Z,2025-06-03T20:13:58.000Z,03/06/2025 09:33,03/06/2025 17:13,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,INFRA,09,17,LOCAL NAO INFORMADO,2025/06,2025/06,167391,,,,,167391,Normal,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,80.000000,1.000000,daliane,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,7.940000,7.690000,,27.070000,7.690000,Grupo de email,Baixa,
167392,luang,0.030000,2.000000,INCIDENTE,1-INCIDENTE,INFRA,IMPRESSORA,Erro ou Defeito,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-03T12:43:00.000Z,2025-06-03T14:19:44.000Z,03/06/2025 09:43,03/06/2025 11:19,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,09,11,LOCAL NAO INFORMADO,2025/06,2025/06,167392,,,,,167392,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,16.000000,1.000000,jorgepereira,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,0.000000,1.610000,1.610000,,27.050000,1.610000,Task: Verificar Status das impressoras SPO,Baixa,
167393,davibdomingos,0.250000,15.000000,SERVICO,2-SERVICO,SISTEMAS,SoftExpert,Solicitação,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-06-03T12:57:19.000Z,2025-06-03T13:29:01.000Z,03/06/2025 09:57,03/06/2025 10:29,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,09,10,PORTO VELHO,2025/06,2025/06,167393,,,,,167393,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,100.000000,1.000000,pedrocarvalho,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.010000,0.510000,0.520000,,27.070000,0.520000,Acesso novo usuário,Baixa,
167394,guilhermepa,1.000000,60.000000,SERVICO,2-SERVICO,INFRA,MÁQUINAS E PERIFÉRICOS,Erro ou Defeito,020405,"MANUTENCAO DE SISTEMA DE TRANSMISSAO, AUTOMACAO E AUXILIARES",105,2025-06-03T13:11:26.000Z,2025-06-06T20:25:42.000Z,03/06/2025 10:11,06/06/2025 17:25,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,10,17,LOCAL NAO INFORMADO,2025/06,2025/06,167394,,,,,167394,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,6 - SEX,Horas Úteis,16.000000,1.000000,daliane,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,17.200000,16.340000,1.160000,17.250000,,27.050000,34.450000,usuário nao loga,Baixa,
167395,daianasantos,,,SERVICO,2-SERVICO,SISTEMAS,P&O - Ponto,Solicitação de Serviço,040701,GESTAO DE PESSOAS,20,2025-06-03T13:43:45.000Z,2025-06-03T14:10:32.000Z,03/06/2025 10:43,03/06/2025 11:10,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,10,11,LOCAL NAO INFORMADO,2025/06,2025/06,167395,,,,,167395,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,16.000000,1.000000,mellissagcardoso,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.370000,0.080000,0.450000,,27.030000,0.450000,Enviar biometria,Baixa,
167396,joaoni,0.500000,30.000000,SERVICO,2-SERVICO,INFRA,MÁQUINAS E PERIFÉRICOS,Erro ou Defeito,N/D,NÃO DEFINIDO,403,2025-06-03T13:56:49.000Z,2025-06-03T14:55:20.000Z,03/06/2025 10:56,03/06/2025 11:55,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,10,11,TERCEIRO,2025/06,2025/06,167396,,,,,167396,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,16.000000,1.000000,marioc,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,0.980000,0.980000,,27.040000,0.980000,Problema downloads,Baixa,
167397,guilhermepa,0.250000,15.000000,SERVICO,2-SERVICO,INFRA,SERVIDOR DE ARQUIVOS,Solicitação de Serviço,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-06-03T13:59:40.000Z,2025-06-03T15:30:26.000Z,03/06/2025 10:59,03/06/2025 12:30,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,10,12,LOCAL NAO INFORMADO,2025/06,2025/06,167397,,,,,167397,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,80.000000,1.000000,matheuspmatos,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,1.590000,1.510000,,27.040000,1.510000,Apoio para acesso,Baixa,
167398,davibdomingos,0.500000,30.000000,SERVICO,2-SERVICO,SISTEMAS,Klassmatt (PDM),Solicitação de Serviço,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-06-03T14:39:04.000Z,2025-06-03T20:45:32.000Z,03/06/2025 11:39,03/06/2025 17:45,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,11,17,PORTO VELHO,2025/06,2025/06,167398,,,,,167398,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,40.000000,1.000000,pedrocarvalho,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,5.650000,0.500000,6.150000,,27.070000,6.150000,Klasmatt,Baixa,
167399,davibdomingos,0.250000,15.000000,SERVICO,2-SERVICO,SISTEMAS,SoftExpert,Solicitação,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-06-03T14:44:43.000Z,2025-06-03T20:34:08.000Z,03/06/2025 11:44,03/06/2025 17:34,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,11,17,PORTO VELHO,2025/06,2025/06,167399,,,,,167399,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,100.000000,1.000000,pedrocarvalho,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,5.490000,0.400000,5.890000,,27.070000,5.890000,Acesso à módulos,Baixa,
167400,mateush,0.250000,15.000000,INCIDENTE,1-INCIDENTE,INFRA,REDE,Erro ou Defeito,020601,ADMINISTRATIVO,59,2025-06-03T15:10:57.000Z,2025-06-04T12:51:39.000Z,03/06/2025 12:10,04/06/2025 09:51,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,12,09,LOCAL NAO INFORMADO,2025/06,2025/06,167400,,,,,167400,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,4 - QUA,Horas Úteis,16.000000,1.000000,alanacarneiro,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,0.000000,6.890000,6.720000,,27.020000,6.720000,Nobreak R1,Baixa,
167401,davibdomingos,,,SERVICO,2-SERVICO,SISTEMAS,SoftExpert,Solicitação,030201,SUSTENTABILIDADE,42,2025-06-03T15:12:58.000Z,2025-06-03T18:35:49.000Z,03/06/2025 12:12,03/06/2025 15:35,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,12,15,LOCAL NAO INFORMADO,2025/06,2025/06,167401,,,,,167401,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,100.000000,1.000000,maisasouza,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,3.470000,3.380000,,27.030000,3.380000,Concessão de Acesso - Não Conformidade,Baixa,
167402,silass,0.000000,0.000000,SERVICO,2-SERVICO,INFRA,NOVO USUÁRIO,Eletrobrás,040701,GESTAO DE PESSOAS,20,2025-06-03T15:48:27.000Z,2025-06-04T10:57:31.000Z,03/06/2025 12:48,04/06/2025 07:57,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,INFRA,12,07,LOCAL NAO INFORMADO,2025/06,2025/06,167402,,,,,167402,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,4 - QUA,Horas Úteis,80.000000,1.000000,mellissagcardoso,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,5.370000,5.200000,,27.110000,5.200000,Criar usuário para novos integrantes,Baixa,
167403,alexandresilva,,,SERVICO,2-SERVICO,SISTEMAS,Inativação de Usuário,Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-03T16:21:59.000Z,2025-06-04T12:12:33.000Z,03/06/2025 13:21,04/06/2025 09:12,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,13,09,SAO PAULO,2025/06,2025/06,167403,,,,,167403,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,4 - QUA,Horas Úteis,40.000000,1.000000,erikat,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.010000,5.010000,4.850000,,27.060000,4.850000,Inativação de Usuário Desligado: CRISTINNY RODRIGUES FERREIRA DA SILVA,Baixa,
167404,davibdomingos,,,SERVICO,2-SERVICO,SISTEMAS,Inativação de Usuário,Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-03T16:23:00.000Z,2025-06-03T18:35:38.000Z,03/06/2025 13:23,03/06/2025 15:35,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,13,15,SAO PAULO,2025/06,2025/06,167404,,,,,167404,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,40.000000,1.000000,erikat,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,2.380000,2.220000,,27.040000,2.220000,Inativação de Usuário Desligado: CRISTINNY RODRIGUES FERREIRA DA SILVA,Baixa,
167405,daianasantos,,,SERVICO,2-SERVICO,SISTEMAS,Inativação de Usuário,Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-03T16:23:56.000Z,2025-06-03T16:49:24.000Z,03/06/2025 13:23,03/06/2025 13:49,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,13,13,SAO PAULO,2025/06,2025/06,167405,,,,,167405,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,40.000000,1.000000,erikat,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.070000,0.360000,0.430000,,27.060000,0.430000,Inativação de Usuário Desligado: CRISTINNY RODRIGUES FERREIRA DA SILVA,Baixa,
167406,alexandresilva,,,SERVICO,2-SERVICO,SISTEMAS,Inativação de Usuário,Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-03T16:25:55.000Z,2025-06-04T12:15:02.000Z,03/06/2025 13:25,04/06/2025 09:15,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,13,09,SAO PAULO,2025/06,2025/06,167406,,,,,167406,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,4 - QUA,Horas Úteis,40.000000,1.000000,erikat,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.010000,4.990000,4.820000,,27.020000,4.820000,Inativação de Usuário Desligado: ESTEFANE KARINE FERREIRA RIBEIRO,Baixa,
167407,davibdomingos,,,SERVICO,2-SERVICO,SISTEMAS,Inativação de Usuário,Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-03T16:26:46.000Z,2025-06-03T18:35:26.000Z,03/06/2025 13:26,03/06/2025 15:35,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,13,15,SAO PAULO,2025/06,2025/06,167407,,,,,167407,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,40.000000,1.000000,erikat,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,2.230000,2.150000,,27.040000,2.150000,Inativação de Usuário Desligado: ESTEFANE KARINE FERREIRA RIBEIRO,Baixa,
167408,daianasantos,,,SERVICO,2-SERVICO,SISTEMAS,Inativação de Usuário,Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-03T16:27:28.000Z,2025-06-03T16:54:05.000Z,03/06/2025 13:27,03/06/2025 13:54,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,13,13,SAO PAULO,2025/06,2025/06,167408,,,,,167408,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,40.000000,1.000000,erikat,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.070000,0.370000,0.440000,,27.060000,0.440000,Inativação de Usuário Desligado: ESTEFANE KARINE FERREIRA RIBEIRO,Baixa,
167409,alexandresilva,,,SERVICO,2-SERVICO,SISTEMAS,Inativação de Usuário,Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-03T16:29:14.000Z,2025-06-04T12:20:30.000Z,03/06/2025 13:29,04/06/2025 09:20,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,13,09,SAO PAULO,2025/06,2025/06,167409,,,,,167409,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,4 - QUA,Horas Úteis,40.000000,1.000000,erikat,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.070000,4.960000,4.860000,,27.040000,4.860000,Inativação de Usuário Desligado: FERNANDA BARBA DOS SANTOS,Baixa,
167410,davibdomingos,,,SERVICO,2-SERVICO,SISTEMAS,Inativação de Usuário,Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-03T16:30:02.000Z,2025-06-03T18:35:15.000Z,03/06/2025 13:30,03/06/2025 15:35,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,13,15,SAO PAULO,2025/06,2025/06,167410,,,,,167410,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,40.000000,1.000000,erikat,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,2.170000,2.090000,,27.040000,2.090000,Inativação de Usuário Desligado: FERNANDA BARBA DOS SANTOS,Baixa,
167411,daianasantos,,,SERVICO,2-SERVICO,SISTEMAS,Inativação de Usuário,Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-03T16:31:05.000Z,2025-06-03T16:59:00.000Z,03/06/2025 13:31,03/06/2025 13:59,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,13,13,SAO PAULO,2025/06,2025/06,167411,,,,,167411,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,40.000000,1.000000,erikat,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.070000,0.480000,0.470000,,27.060000,0.470000,Inativação de Usuário Desligado: FERNANDA BARBA DOS SANTOS,Baixa,
167412,alexandresilva,,,SERVICO,2-SERVICO,SISTEMAS,Inativação de Usuário,Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-03T16:34:57.000Z,2025-06-04T12:22:41.000Z,03/06/2025 13:34,04/06/2025 09:22,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,13,09,SAO PAULO,2025/06,2025/06,167412,,,,,167412,Baixa,3 - TER,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,4 - QUA,Horas Úteis,40.000000,1.000000,erikat,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.020000,4.950000,4.800000,,27.010000,4.800000,Inativação de Usuário Desligado: ISABELE VICTORIA RIBEIRO BRAGA,Baixa,
